İl,İl_Kodu,Kategori,Yıl,Toplam_Nüfus,Erkek,Kadın,Şehir,Köy,Çocuk_0_14,Genç_15_24,Yetişkin_25_64,Yaşlı_65+,Büyüme_Oranı_%,Nüfus_Yoğunluğu_km2
Ardahan,75,Küçük Şehir,2015,88154,44253,43901,66115,22039,20275,14104,44077,9698,0.8,94.7
Ardahan,75,Küçük Şehir,2016,88977,44666,44311,67622,21355,20464,14236,44488,9789,0.8,139.0
Ardahan,75,Küçük Şehir,2017,89523,44940,44583,68932,20591,20590,14323,44761,9849,0.8,161.9
Ardahan,75,Küçük Şehir,2018,90375,45368,45007,70492,19883,20786,14460,45187,9942,0.8,98.6
Ardahan,75,Küçük Şehir,2019,91608,45987,45621,72370,19238,21069,14657,45804,10078,0.8,157.9
Ardahan,75,Küçük Şehir,2020,91983,46175,45808,73586,18397,21156,14717,45991,10119,0.8,127.6
Ardahan,75,Küçük Şehir,2021,92784,46577,46207,75155,17629,21340,14845,46392,10207,0.8,98.7
Ardahan,75,Küçük Şehir,2022,93654,47014,46640,76796,16858,21540,14984,46827,10303,0.8,139.2
Ardahan,75,Küçük Şehir,2023,93828,47101,46727,77877,15951,21580,15012,46914,10322,0.8,122.7
Ardahan,75,Küçük Şehir,2024,95448,47914,47534,80176,15272,21953,15271,47724,10500,0.8,112.6
Iğdır,76,Küçük Şehir,2005,171874,86280,85594,111718,60156,39531,27499,85937,18907,0.8,189.1
Iğdır,76,Küçük Şehir,2006,173165,86928,86237,114288,58877,39827,27706,86582,19050,0.8,282.0
Iğdır,76,Küçük Şehir,2007,175490,88095,87395,117578,57912,40362,28078,87745,19305,0.8,261.1
Iğdır,76,Küçük Şehir,2008,176636,88671,87965,120112,56524,40626,28261,88318,19431,0.8,243.0
Iğdır,76,Küçük Şehir,2009,177322,89015,88307,122352,54970,40784,28371,88661,19506,0.8,266.2
Iğdır,76,Küçük Şehir,2010,178858,89786,89072,125200,53658,41137,28617,89429,19675,0.8,202.6
Iğdır,76,Küçük Şehir,2011,180259,90490,89769,127983,52276,41459,28841,90129,19830,0.8,254.6
Iğdır,76,Küçük Şehir,2012,182115,91421,90694,131122,50993,41886,29138,91057,20034,0.8,261.3
Iğdır,76,Küçük Şehir,2013,184039,92387,91652,134348,49691,42328,29446,92019,20246,0.8,240.9
Iğdır,76,Küçük Şehir,2014,184118,92427,91691,136247,47871,42347,29458,92059,20254,0.8,259.3
Iğdır,76,Küçük Şehir,2015,186596,93671,92925,139947,46649,42917,29855,93298,20526,0.8,261.7
Iğdır,76,Küçük Şehir,2016,188018,94385,93633,142893,45125,43244,30082,94009,20683,0.8,314.9
Iğdır,76,Küçük Şehir,2017,188511,94632,93879,145153,43358,43357,30161,94255,20738,0.8,213.7
Iğdır,76,Küçük Şehir,2018,190467,95614,94853,148564,41903,43807,30474,95233,20953,0.8,213.3
Iğdır,76,Küçük Şehir,2019,192307,96538,95769,151922,40385,44230,30769,96153,21155,0.8,250.7
Iğdır,76,Küçük Şehir,2020,193714,97244,96470,154971,38743,44554,30994,96857,21309,0.8,242.7
Iğdır,76,Küçük Şehir,2021,195711,98246,97465,158525,37186,45013,31313,97855,21530,0.8,273.3
Iğdır,76,Küçük Şehir,2022,197215,99001,98214,161716,35499,45359,31554,98607,21695,0.8,267.2
Iğdır,76,Küçük Şehir,2023,199384,100090,99294,165488,33896,45858,31901,99692,21933,0.8,211.4
Iğdır,76,Küçük Şehir,2024,199032,99914,99118,167186,31846,45777,31845,99516,21894,0.8,234.4
Yalova,77,Küçük Şehir,2005,249047,125021,124026,161880,87167,57280,39847,124523,27397,0.8,391.6
Yalova,77,Küçük Şehir,2006,250683,125842,124841,165450,85233,57657,40109,125341,27576,0.8,449.3
Yalova,77,Küçük Şehir,2007,254038,127527,126511,170205,83833,58428,40646,127019,27945,0.8,285.8
Yalova,77,Küçük Şehir,2008,254338,127677,126661,172949,81389,58497,40694,127169,27978,0.8,409.6
Yalova,77,Küçük Şehir,2009,256188,128606,127582,176769,79419,58923,40990,128094,28181,0.8,331.0
Yalova,77,Küçük Şehir,2010,259691,130364,129327,181783,77908,59728,41550,129845,28568,0.8,276.9
Yalova,77,Küçük Şehir,2011,260477,130759,129718,184938,75539,59909,41676,130238,28654,0.8,376.4
Yalova,77,Küçük Şehir,2012,263525,132289,131236,189738,73787,60610,42164,131762,28989,0.8,375.4
Yalova,77,Küçük Şehir,2013,266850,133958,132892,194800,72050,61375,42696,133425,29354,0.8,478.2
Yalova,77,Küçük Şehir,2014,267447,134258,133189,197910,69537,61512,42791,133723,29421,0.8,351.4
Yalova,77,Küçük Şehir,2015,271112,136098,135014,203334,67778,62355,43377,135556,29824,0.8,316.0
Yalova,77,Küçük Şehir,2016,270733,135907,134826,205757,64976,62268,43317,135366,29782,0.8,317.4
Yalova,77,Küçük Şehir,2017,275164,138132,137032,211876,63288,63287,44026,137582,30269,0.8,321.1
Yalova,77,Küçük Şehir,2018,276729,138917,137812,215848,60881,63647,44276,138364,30442,0.8,499.5
Yalova,77,Küçük Şehir,2019,278885,140000,138885,220319,58566,64143,44621,139442,30679,0.8,399.5
Yalova,77,Küçük Şehir,2020,279653,140385,139268,223722,55931,64320,44744,139826,30763,0.8,496.7
Yalova,77,Küçük Şehir,2021,282719,141924,140795,229002,53717,65025,45235,141359,31100,0.8,313.4
Yalova,77,Küçük Şehir,2022,285016,143078,141938,233713,51303,65553,45602,142508,31353,0.8,346.7
Yalova,77,Küçük Şehir,2023,288020,144586,143434,239056,48964,66244,46083,144010,31683,0.8,390.3
Yalova,77,Küçük Şehir,2024,291296,146230,145066,244688,46608,66998,46607,145648,32043,0.8,391.0
Karabük,78,Küçük Şehir,2005,214049,107452,106597,139131,74918,49231,34247,107024,23547,0.8,238.4
Karabük,78,Küçük Şehir,2006,216654,108760,107894,142991,73663,49830,34664,108327,23833,0.8,354.6
Karabük,78,Küçük Şehir,2007,217706,109288,108418,145863,71843,50072,34832,108853,23949,0.8,304.9
Karabük,78,Küçük Şehir,2008,219065,109970,109095,148964,70101,50384,35050,109532,24099,0.8,323.1
Karabük,78,Küçük Şehir,2009,222765,111828,110937,153707,69058,51235,35642,111382,24506,0.8,335.0
Karabük,78,Küçük Şehir,2010,223364,112128,111236,156354,67010,51373,35738,111682,24571,0.8,242.3
Karabük,78,Küçük Şehir,2011,225705,113303,112402,160250,65455,51912,36112,112852,24829,0.8,369.4
Karabük,78,Küçük Şehir,2012,227492,114200,113292,163794,63698,52323,36398,113746,25025,0.8,324.1
Karabük,78,Küçük Şehir,2013,228696,114805,113891,166948,61748,52600,36591,114348,25157,0.8,327.2
Karabük,78,Küçük Şehir,2014,231354,116139,115215,171201,60153,53211,37016,115677,25450,0.8,340.2
Karabük,78,Küçük Şehir,2015,231572,116249,115323,173679,57893,53261,37051,115786,25474,0.8,293.5
Karabük,78,Küçük Şehir,2016,233407,117170,116237,177389,56018,53683,37345,116703,25676,0.8,254.5
Karabük,78,Küçük Şehir,2017,236033,118488,117545,181745,54288,54287,37765,118016,25965,0.8,249.2
Karabük,78,Küçük Şehir,2018,239115,120035,119080,186509,52606,54996,38258,119557,26304,0.8,427.8
Karabük,78,Küçük Şehir,2019,240838,120900,119938,190262,50576,55392,38534,120419,26493,0.8,255.7
Karabük,78,Küçük Şehir,2020,241180,121072,120108,192944,48236,55471,38588,120590,26531,0.8,323.7
Karabük,78,Küçük Şehir,2021,243049,122010,121039,196869,46180,55901,38887,121524,26737,0.8,293.9
Karabük,78,Küçük Şehir,2022,246022,123503,122519,201738,44284,56585,39363,123011,27063,0.8,375.6
Karabük,78,Küçük Şehir,2023,247623,124306,123317,205527,42096,56953,39619,123811,27240,0.8,312.7
Karabük,78,Küçük Şehir,2024,250410,125705,124705,210344,40066,57594,40065,125205,27546,0.8,436.3
Kilis,79,Küçük Şehir,2005,124639,62568,62071,81015,43624,28666,19942,62319,13712,0.8,181.7
Kilis,79,Küçük Şehir,2006,125756,63129,62627,82998,42758,28923,20120,62878,13835,0.8,161.4
Kilis,79,Küçük Şehir,2007,126026,63265,62761,84437,41589,28985,20164,63013,13864,0.8,143.4
Kilis,79,Küçük Şehir,2008,128070,64291,63779,87087,40983,29456,20491,64035,14088,0.8,180.9
Kilis,79,Küçük Şehir,2009,128035,64273,63762,88344,39691,29448,20485,64017,14085,0.8,179.1
Kilis,79,Küçük Şehir,2010,130106,65313,64793,91074,39032,29924,20816,65053,14313,0.8,208.8
Kilis,79,Küçük Şehir,2011,131073,65798,65275,93061,38012,30146,20971,65536,14420,0.8,169.6
Kilis,79,Küçük Şehir,2012,131459,65992,65467,94650,36809,30235,21033,65729,14462,0.8,183.6
Kilis,79,Küçük Şehir,2013,132238,66383,65855,96533,35705,30414,21158,66119,14547,0.8,157.4
Kilis,79,Küçük Şehir,2014,133532,67033,66499,98813,34719,30712,21365,66766,14689,0.8,212.0
Kilis,79,Küçük Şehir,2015,135381,67961,67420,101535,33846,31137,21660,67690,14894,0.8,209.9
Kilis,79,Küçük Şehir,2016,136708,68627,68081,103898,32810,31442,21873,68354,15039,0.8,178.5
Kilis,79,Küçük Şehir,2017,136824,68685,68139,105354,31470,31469,21891,68412,15052,0.8,200.9
Kilis,79,Küçük Şehir,2018,138778,69666,69112,108246,30532,31918,22204,69389,15267,0.8,161.0
Kilis,79,Küçük Şehir,2019,139851,70205,69646,110482,29369,32165,22376,69925,15385,0.8,207.5
Kilis,79,Küçük Şehir,2020,140613,70587,70026,112490,28123,32340,22498,70306,15469,0.8,223.9
Kilis,79,Küçük Şehir,2021,142155,71361,70794,115145,27010,32695,22744,71077,15639,0.8,232.3
Kilis,79,Küçük Şehir,2022,143081,71826,71255,117326,25755,32908,22892,71540,15741,0.8,185.6
Kilis,79,Küçük Şehir,2023,143439,72006,71433,119054,24385,32990,22950,71719,15780,0.8,165.8
Kilis,79,Küçük Şehir,2024,145522,73052,72470,122238,23284,33470,23283,72761,16008,0.8,186.3
Osmaniye,80,Orta Ölçek,2005,440081,220920,219161,286052,154029,101218,70412,220040,48411,1.2,518.4
Osmaniye,80,Orta Ölçek,2006,443817,222796,221021,292919,150898,102077,71010,221908,48822,1.2,599.8
Osmaniye,80,Orta Ölçek,2007,450209,226004,224205,301640,148569,103548,72033,225104,49524,1.2,654.4
Osmaniye,80,Orta Ölçek,2008,453461,227637,225824,308353,145108,104296,72553,226730,49882,1.2,597.4
Osmaniye,80,Orta Ölçek,2009,460120,230980,229140,317482,142638,105827,73619,230060,50614,1.2,632.0
Osmaniye,80,Orta Ölçek,2010,464815,233337,231478,325370,139445,106907,74370,232407,51131,1.2,781.2
Osmaniye,80,Orta Ölçek,2011,471259,236572,234687,334593,136666,108389,75401,235629,51840,1.2,534.3
Osmaniye,80,Orta Ölçek,2012,474299,238098,236201,341495,132804,109088,75887,237149,52175,1.2,525.8
Osmaniye,80,Orta Ölçek,2013,480715,241318,239397,350921,129794,110564,76914,240357,52880,1.2,725.1
Osmaniye,80,Orta Ölçek,2014,490494,246227,244267,362965,127529,112813,78479,245247,53955,1.2,719.2
Osmaniye,80,Orta Ölçek,2015,494505,248241,246264,370878,123627,113736,79120,247252,54397,1.2,845.3
Osmaniye,80,Orta Ölçek,2016,498694,250344,248350,379007,119687,114699,79791,249347,54857,1.2,537.4
Osmaniye,80,Orta Ölçek,2017,505580,253801,251779,389296,116284,116283,80892,252790,55615,1.2,787.5
Osmaniye,80,Orta Ölçek,2018,512789,257420,255369,399975,112814,117941,82046,256394,56408,1.2,882.6
Osmaniye,80,Orta Ölçek,2019,520320,261200,259120,411052,109268,119673,83251,260160,57236,1.2,677.5
Osmaniye,80,Orta Ölçek,2020,525303,263702,261601,420242,105061,120819,84048,262651,57785,1.2,703.2
Osmaniye,80,Orta Ölçek,2021,533131,267631,265500,431836,101295,122620,85300,266565,58646,1.2,624.3
Osmaniye,80,Orta Ölçek,2022,538205,270178,268027,441328,96877,123787,86112,269102,59204,1.2,622.9
Osmaniye,80,Orta Ölçek,2023,544139,273157,270982,451635,92504,125151,87062,272069,59857,1.2,578.3
Osmaniye,80,Orta Ölçek,2024,550556,276379,274177,462467,88089,126627,88088,275278,60563,1.2,744.0
Düzce,81,Küçük Şehir,2005,345120,173250,171870,224328,120792,79377,55219,172560,37964,0.8,385.2
Düzce,81,Küçük Şehir,2006,347401,174395,173006,229284,118117,79902,55584,173700,38215,0.8,380.1
Düzce,81,Küçük Şehir,2007,349130,175263,173867,233917,115213,80299,55860,174565,38406,0.8,560.4
Düzce,81,Küçük Şehir,2008,351532,176469,175063,239041,112491,80852,56245,175766,38669,0.8,440.5
Düzce,81,Küçük Şehir,2009,356059,178741,177318,245680,110379,81893,56969,178029,39168,0.8,429.0
Düzce,81,Küçük Şehir,2010,357950,179690,178260,250565,107385,82328,57272,178975,39375,0.8,516.5
Düzce,81,Küçük Şehir,2011,361664,181555,180109,256781,104883,83182,57866,180832,39784,0.8,608.9
Düzce,81,Küçük Şehir,2012,362235,181841,180394,260809,101426,83314,57957,181117,39847,0.8,622.4
Düzce,81,Küçük Şehir,2013,368127,184799,183328,268732,99395,84669,58900,184063,40495,0.8,543.0
Düzce,81,Küçük Şehir,2014,368721,185097,183624,272853,95868,84805,58995,184360,40561,0.8,453.0
Düzce,81,Küçük Şehir,2015,372118,186803,185315,279088,93030,85587,59538,186059,40934,0.8,570.7
Düzce,81,Küçük Şehir,2016,376791,189149,187642,286361,90430,86661,60286,188395,41449,0.8,510.6
Düzce,81,Küçük Şehir,2017,377005,189256,187749,290293,86712,86711,60320,188502,41472,0.8,457.5
Düzce,81,Küçük Şehir,2018,380598,191060,189538,296866,83732,87537,60895,190299,41867,0.8,578.4
Düzce,81,Küçük Şehir,2019,385306,193423,191883,304391,80915,88620,61648,192653,42385,0.8,451.2
Düzce,81,Küçük Şehir,2020,388445,194999,193446,310756,77689,89342,62151,194222,42730,0.8,555.7
Düzce,81,Küçük Şehir,2021,390748,196155,194593,316505,74243,89872,62519,195374,42983,0.8,494.6
Düzce,81,Küçük Şehir,2022,393851,197713,196138,322957,70894,90585,63016,196925,43325,0.8,418.5
Düzce,81,Küçük Şehir,2023,395013,198296,196717,327860,67153,90852,63202,197506,43453,0.8,487.7
Düzce,81,Küçük Şehir,2024,399150,200373,198777,335286,63864,91804,63864,199575,43907,0.8,478.6
